300,0

300,0

277,0

298,0

299,0

300,0

299,0

300,0

271,0

292,0

246,0

270,0

229,0

258,0

232,0

257,0

255,0

278,0

281,0

300,0

291,0

300,0

290,0

300,0

266,0

286,0

253,0

274,0

246,0

267,0

263,0

285,0

286,0

300,0

273,0

298,0

251,0

278,0

221,0

251,0

188,0

227,0

157,0

237,0

125,0

262,0

272,0

300,0

289,0

300,0

277,0

300,0

258,0

284,0

245,0

268,0

236,0

264,0

232,0

261,0

261,0

287,0

262,0

283,0

239,0

259,0

204,0

226,0

175,0

195,0

144,0

163,0

125,0

132,0

261,0

292,0

253,0

278,0

233,0

256,0

201,0

224,0

170,0

193,0

146,0

167,0

125,0

132,0

285,0

300,0

268,0

289,0

242,0

265,0

210,0

233,0

180,0

202,0

148,0

168,0

125,0

132,0

274,0

293,0

251,0

272,0

223,0

243,0

187,0

208,0

154,0

177,0

125,0

166,0

125,0

232,0

226,0

274,0

225,0

249,0

191,0

214,0

151,0

174,0

125,0

132,0

125,0

132,0

125,0

132,0

237,0

261,0

211,0

234,0

175,0

199,0

131,0

154,0

125,0

134,0

125,0

134,0

125,0

132,0

211,0

237,0

198,0

220,0

164,0

190,0

125,0

146,0

125,0

134,0

125,0

134,0

125,0

132,0

213,0

243,0

203,0

227,0

172,0

197,0

128,0

156,0

125,0

134,0

125,0

138,0

125,0

126,0

244,0

265,0

224,0

243,0

191,0

212,0

148,0

171,0

125,0

136,0

125,0

127,0

125,0

126,0

216,0

242,0

199,0

222,0

166,0

189,0

125,0

143,0

125,0

132,0

125,0

127,0

125,0

127,0
